P LHS RHS
0.0009 [VBN] 'ratified'
0.0009 [VBN] 'implemented'
0.0009 [VBN] 'disapproved'
0.0009 [VBN] 'OFFERED'
0.0009 [VBN] 'codified'
0.0009 [VBN] 'flooded'
0.0009 [VBN] 'surveyed'
0.0009 [VBN] 'finished'
0.0009 [VBN] 'curbed'
0.0009 [VBN] 'shown'
0.0009 [VBN] 'twinned'
0.0009 [VBN] 'strapped'
0.0009 [VBN] 'damaged'
0.0009 [VBN] 'spooked'
0.0009 [VBN] 'rarefied'
0.0009 [VBN] 'headlined'
0.0009 [VBN] 'nominated'
0.0009 [VBN] 'shipped'
0.0009 [VBN] 'tightened'
0.0009 [VBN] 'replicated'
0.0009 [VBN] 'looked'
0.0009 [VBN] 'renovated'
0.0009 [VBN] 'earned'
0.0009 [VBN] 'expanded'
0.0009 [VBN] 'entrusted'
0.0009 [VBN] 'dropped'
0.0009 [VBN] 'characterized'
0.0009 [VBN] 'designated'
0.0009 [VBN] 'rescheduled'
0.0009 [VBN] 'Provided'
0.0009 [VBN] 'lent'
0.0009 [VBN] 'discontinued'
0.0009 [VBN] 'hunted'
0.0009 [VBN] 'practiced'
0.0009 [VBN] 'vested'
0.0009 [VBN] 'zoomed'
0.0009 [VBN] 'clashed'
0.0009 [VBN] 'enjoyed'
0.0009 [VBN] 'negotiated'
0.0009 [VBN] 'proved'
0.0009 [VBN] 'chastised'
0.0009 [VBN] 'troubled'
0.0009 [VBN] 'repaired'
0.0009 [VBN] 'blocked'
0.0009 [VBN] 'halted'
0.0009 [VBN] 'rationed'
0.0009 [VBN] 'added'
0.0009 [VBN] 'milked'
0.0009 [VBN] 'described'
0.0009 [VBN] 'promised'
0.0009 [VBN] 'refunded'
0.0009 [VBN] 'argued'
0.0009 [VBN] 'stressed'
0.0009 [VBN] 'endorsed'
0.0009 [VBN] 'composed'
0.0009 [VBN] 'midsized'
0.0009 [VBN] 'faded'
0.0009 [VBN] 'accounted'
0.0009 [VBN] 'expedited'
0.0009 [VBN] 'provoked'
0.0009 [VBN] 'justified'
0.0009 [VBN] 'collapsed'
0.0009 [VBN] 'gored'
0.0009 [VBN] 'afflicted'
0.0009 [VBN] 'capped'
0.0009 [VBN] 'beleaguered'
0.0009 [VBN] 'fed'
0.0009 [VBN] 'mollified'
0.0009 [VBN] 'existed'
0.0009 [VBN] 'construed'
0.0009 [VBN] 'impaired'
0.0009 [VBN] 'mentioned'
0.0009 [VBN] 'upset'
0.0009 [VBN] 'parched'
0.0009 [VBN] 'scrambled'
0.0009 [VBN] 'ranged'
0.0009 [VBN] 'missed'
0.0009 [VBN] 'orchestrated'
0.0009 [VBN] 'started'
0.0009 [VBN] 'overused'
0.0009 [VBN] 'crowded'
0.0009 [VBN] 'outlawed'
0.0009 [VBN] 'attempted'
0.0009 [VBN] 'minted'
0.0009 [VBN] 'pushed'
0.0009 [VBN] 'defined'
0.0009 [VBN] 'structured'
0.0009 [VBN] 'headed'
0.0009 [VBN] 'advised'
0.0009 [VBN] 'surprised'
0.0009 [VBN] 'rumored'
0.0009 [VBN] 'borrowed'
0.0009 [VBN] 'exacerbated'
0.0009 [VBN] 'assessed'
0.0009 [VBN] 'predicated'
0.0009 [VBN] 'cushioned'
0.0009 [VBN] 'cited'
0.0009 [VBN] 'served'
0.0009 [VBN] 'cleaned'
0.0009 [VBN] 'clarified'
0.0009 [VBN] 'heated'
0.0009 [VBN] 'dressed'
0.0009 [VBN] 'interrogated'
0.0009 [VBN] 'pursued'
0.0009 [VBN] 'committed'
0.0009 [VBN] 'hired'
0.0009 [VBN] 'solved'
0.0009 [VBN] 'represented'
0.0009 [VBN] 'tailored'
0.0009 [VBN] 'ended'
0.0009 [VBN] 'specified'
0.0009 [VBN] 'overcome'
0.0009 [VBN] 'embroiled'
0.0009 [VBN] 'Rekindled'
0.0009 [VBN] 'rated'
0.0009 [VBN] 'mailed'
0.0009 [VBN] 'filled'
0.0009 [VBN] 'loaded'
0.0009 [VBN] 'flirted'
0.0009 [VBN] 'inserted'
0.0009 [VBN] 'harmed'
0.0009 [VBN] 'Funded'
0.0009 [VBN] 'burned'
0.0009 [VBN] 'excited'
0.0009 [VBN] 'commanded'
0.0009 [VBN] 'infringed'
0.0009 [VBN] 'altered'
0.0009 [VBN] 'interested'
0.0009 [VBN] 'colored'
0.0009 [VBN] 'instructed'
0.0009 [VBN] 'Confronted'
0.0009 [VBN] 'clamped'
0.0009 [VBN] 'contributed'
0.0009 [VBN] 'accelerated'
0.0009 [VBN] 'warned'
0.0009 [VBN] 'escalated'
0.0009 [VBN] 'appropriated'
0.0009 [VBN] 'Developed'
0.0009 [VBN] 'protected'
0.0005 [VBN] '<unk>'
0.2229 [VBP] 'are'
0.132 [VBP] 'have'
0.0369 [VBP] 'say'
0.0355 [VBP] 'do'
0.0199 [VBP] ''re'
0.0121 [VBP] ''ve'
0.0106 [VBP] 'want'
0.0099 [VBP] ''m'
0.0099 [VBP] 'need'
0.0085 [VBP] 'think'
0.0078 [VBP] 'believe'
0.0078 [VBP] 'make'
0.0064 [VBP] 'feel'
0.0064 [VBP] 'include'
0.0057 [VBP] 'seem'
0.005 [VBP] 'expect'
0.005 [VBP] 'get'
0.0043 [VBP] 'know'
0.0043 [VBP] 'argue'
0.0043 [VBP] 'pay'
0.0043 [VBP] 'trade'
0.0043 [VBP] 'give'
0.0043 [VBP] 'continue'
0.0043 [VBP] 'stand'
0.0043 [VBP] 'look'
0.0035 [VBP] 'sell'
0.0035 [VBP] 'represent'
0.0035 [VBP] 'insist'
0.0035 [VBP] 'find'
0.0035 [VBP] 'see'
0.0035 [VBP] 'approve'
0.0035 [VBP] 'use'
0.0035 [VBP] 'like'
0.0035 [VBP] 'take'
0.0035 [VBP] 'claim'
0.0028 [VBP] 'Do'
0.0028 [VBP] 'account'
0.0028 [VBP] 'seek'
0.0028 [VBP] 'meet'
0.0028 [VBP] 'expire'
0.0028 [VBP] 'tend'
0.0028 [VBP] 'oppose'
0.0028 [VBP] 'suggest'
0.0028 [VBP] 'fail'
0.0028 [VBP] 'rise'
0.0028 [VBP] 'mature'
0.0028 [VBP] 'offer'
0.0028 [VBP] 'show'
0.0028 [VBP] 'watch'
0.0028 [VBP] 'go'
0.0028 [VBP] 'face'
0.0028 [VBP] 'decline'
0.0028 [VBP] 'contain'
0.0028 [VBP] 'raise'
0.0028 [VBP] 'violate'
0.0028 [VBP] 'consider'
0.0028 [VBP] 'walk'
0.0028 [VBP] 'hope'
0.0028 [VBP] 'worry'
0.0021 [VBP] 'attract'
0.0021 [VBP] 'buy'
0.0021 [VBP] 'point'
0.0021 [VBP] 'drive'
0.0021 [VBP] 'receive'
0.0021 [VBP] 'set'
0.0021 [VBP] 'tune'
0.0021 [VBP] 'suffer'
0.0021 [VBP] 'call'
0.0021 [VBP] 'agree'
0.0021 [VBP] 'cause'
0.0021 [VBP] 'live'
0.0021 [VBP] 'require'
0.0021 [VBP] 'own'
0.0021 [VBP] 'drink'
0.0021 [VBP] 'note'
0.0021 [VBP] 'come'
0.0021 [VBP] 'fare'
0.0021 [VBP] 'deserve'
0.0021 [VBP] 'appear'
0.0021 [VBP] 'reflect'
0.0021 [VBP] 'provide'
0.0021 [VBP] 'encourage'
0.0021 [VBP] 'regard'
0.0021 [VBP] 'allow'
0.0021 [VBP] 'carry'
0.0021 [VBP] 'consist'
0.0021 [VBP] 'disagree'
0.0021 [VBP] 'start'
0.0021 [VBP] 'refuse'
0.0021 [VBP] 'help'
0.0021 [VBP] 'total'
0.0021 [VBP] 'approach'
0.0021 [VBP] 'lack'
0.0021 [VBP] 'read'
0.0021 [VBP] 'operate'
0.0021 [VBP] 'assume'
0.0021 [VBP] 'charge'
0.0021 [VBP] 'hold'
0.0021 [VBP] 'invest'
0.0014 [VBP] 'stare'
0.0014 [VBP] 'trespass'
0.0014 [VBP] 'voice'
0.0014 [VBP] 'jostle'
0.0014 [VBP] 'suspect'
0.0014 [VBP] 'import'
0.0014 [VBP] 'cite'
0.0014 [VBP] 'disapprove'
0.0014 [VBP] 'flush'
0.0014 [VBP] 'deem'
0.0014 [VBP] 'mean'
0.0014 [VBP] 'talk'
0.0014 [VBP] 'win'
0.0014 [VBP] 'propose'
0.0014 [VBP] 'has'
0.0014 [VBP] 'spook'
0.0014 [VBP] 'indicate'
0.0014 [VBP] 'ascribe'
0.0014 [VBP] 'study'
0.0014 [VBP] 'constitute'
0.0014 [VBP] 'intend'
0.0014 [VBP] 'respond'
0.0014 [VBP] 'change'
0.0014 [VBP] 'arise'
0.0014 [VBP] 'recognize'
0.0014 [VBP] 'transcribe'
0.0014 [VBP] 'resent'
0.0014 [VBP] 'dislike'
0.0014 [VBP] 'swing'
0.0014 [VBP] 'hire'
0.0014 [VBP] 'run'
0.0014 [VBP] 'memorize'
0.0014 [VBP] 'describe'
0.0014 [VBP] 'urge'
0.0014 [VBP] 'eat'
0.0014 [VBP] 'assist'
0.0014 [VBP] 'pull'
0.0014 [VBP] 'plan'
0.0014 [VBP] 'applaud'
0.0014 [VBP] 'spend'
0.0014 [VBP] 'weaken'
0.0014 [VBP] 'ease'
0.0014 [VBP] 'advise'
0.0014 [VBP] 'play'
0.0014 [VBP] 'let'
0.0014 [VBP] 'stem'
0.0014 [VBP] 'lock'
0.0014 [VBP] 'subscribe'
0.0014 [VBP] 'promise'
0.0014 [VBP] 'exceed'
0.0014 [VBP] 'mark'
0.0014 [VBP] 'lengthen'
0.0014 [VBP] 'channel'
0.0014 [VBP] 'predict'
0.0014 [VBP] 'evoke'
0.0014 [VBP] 'enjoy'
0.0014 [VBP] 'blip'
0.0014 [VBP] 'test'
0.0014 [VBP] 'avoid'
0.0014 [VBP] 'jet'
0.0014 [VBP] 'fear'
0.0014 [VBP] 'telegraph'
0.0014 [VBP] 'figure'
0.0014 [VBP] 'add'
0.0014 [VBP] 'beat'
0.0014 [VBP] 'convey'
0.0014 [VBP] 'pine'
0.0014 [VBP] 'send'
0.0014 [VBP] 'belong'
0.0014 [VBP] 'imply'
0.0014 [VBP] 'occur'
0.0014 [VBP] 'appeal'
0.0014 [VBP] 'refer'
0.0014 [VBP] 'complain'
0.0014 [VBP] 'sound'
0.0014 [VBP] 'mention'
0.0014 [VBP] 'concede'
0.0014 [VBP] 'advocate'
0.0014 [VBP] 'recede'
0.0014 [VBP] 'sidestep'
0.0014 [VBP] 'Lure'
0.0014 [VBP] 'denounce'
0.0014 [VBP] 'ai'
0.0014 [VBP] 'promote'
0.0014 [VBP] 'perpetuate'
0.0014 [VBP] 'decide'
0.0014 [VBP] 'deal'
0.0014 [VBP] 'state'
0.0014 [VBP] 'warn'
0.0014 [VBP] 'bankroll'
0.0014 [VBP] 'amass'
0.0014 [VBP] 'improve'
0.0014 [VBP] 'stretch'
0.0014 [VBP] 'undercut'
0.0014 [VBP] 'mirror'
0.0014 [VBP] 'skip'
0.0014 [VBP] 'cater'
0.0014 [VBP] 'commit'
0.0014 [VBP] 'profess'
0.0014 [VBP] 'work'
0.0014 [VBP] 'permit'
0.0014 [VBP] 'delay'
0.0014 [VBP] 'kill'
0.0014 [VBP] 'contrast'
0.0014 [VBP] 'fall'
0.0014 [VBP] 'espouse'
0.0014 [VBP] 'ring'
0.0014 [VBP] 'build'
0.0014 [VBP] 'become'
0.0014 [VBP] 'loom'
0.0014 [VBP] 'pursue'
0.0014 [VBP] 'portray'
0.0014 [VBP] 'teach'
0.0014 [VBP] 'understand'
0.0014 [VBP] 'differ'
0.0014 [VBP] 'drift'
0.0014 [VBP] 'air'
0.0014 [VBP] 'engage'
0.0014 [VBP] 'hang'
0.0014 [VBP] 'lead'
0.0014 [VBP] 'conflict'
0.0014 [VBP] 'underscore'
0.0014 [VBP] 'view'
0.0014 [VBP] 'reach'
0.0014 [VBP] 'return'
0.0014 [VBP] 'succeed'
0.0014 [VBP] 'exhaust'
0.0014 [VBP] 'fly'
0.0014 [VBP] 'range'
0.0014 [VBP] 'prefer'
0.0014 [VBP] 'stop'
0.0014 [VBP] 'realize'
0.0014 [VBP] 'question'
0.0014 [VBP] 'weigh'
0.0014 [VBP] 'feed'
0.0014 [VBP] 'touch'
0.0014 [VBP] 'ask'
0.0014 [VBP] 'copy'
0.0014 [VBP] 'conclude'
0.0014 [VBP] 'calculate'
0.0014 [VBP] 'manage'
0.0014 [VBP] 'draw'
0.0014 [VBP] 'tell'
0.0014 [VBP] 'whistle'
0.0014 [VBP] 'hit'
0.0014 [VBP] 'examine'
0.0014 [VBP] 'ripen'
0.0014 [VBP] 'dismiss'
0.0014 [VBP] 'print'
0.0014 [VBP] 'create'
0.0014 [VBP] 'possess'
0.0014 [VBP] 'settle'
0.0014 [VBP] 'keep'
0.0014 [VBP] 'place'
0.0014 [VBP] 'eliminate'
0.0014 [VBP] 'test-drive'
0.0014 [VBP] 'extend'
0.0014 [VBP] 'conduct'
0.0014 [VBP] 'prevent'
0.0014 [VBP] 'cry'
0.0014 [VBP] 'begin'
0.0014 [VBP] 'accept'
0.0014 [VBP] 'materialize'
0.0014 [VBP] 'battle'
0.0014 [VBP] 'swim'
0.0007 [VBP] '<unk>'
0.2634 [VBZ] 'is'
0.1327 [VBZ] 'has'
0.1016 [VBZ] 'says'
0.0466 [VBZ] ''s'
0.0228 [VBZ] 'does'
0.0078 [VBZ] 'owns'
0.0068 [VBZ] 'expects'
0.0058 [VBZ] 'plans'
0.0053 [VBZ] 'continues'
0.0053 [VBZ] 'wants'
0.0053 [VBZ] 'goes'
0.0049 [VBZ] 'believes'
0.0049 [VBZ] 'adds'
0.0049 [VBZ] 'runs'
0.0049 [VBZ] 'remains'
0.0049 [VBZ] 'makes'
0.0044 [VBZ] 'gives'
0.0044 [VBZ] 'takes'
0.0039 [VBZ] 'seems'
0.0039 [VBZ] 'includes'
0.0039 [VBZ] 'shows'
0.0039 [VBZ] 'Says'
0.0034 [VBZ] 'suggests'
0.0034 [VBZ] 'requires'
0.0034 [VBZ] 'sells'
0.0029 [VBZ] 'hopes'
0.0029 [VBZ] 'asks'
0.0029 [VBZ] 'comes'
0.0029 [VBZ] 'becomes'
0.0029 [VBZ] 'calls'
0.0029 [VBZ] 'appears'
0.0029 [VBZ] 'offers'
0.0024 [VBZ] 'heads'
0.0024 [VBZ] 'knows'
0.0024 [VBZ] 'seeks'
0.0024 [VBZ] 'grows'
0.0024 [VBZ] 'indicates'
0.0024 [VBZ] 'insists'
0.0024 [VBZ] 'needs'
0.0024 [VBZ] 'means'
0.0024 [VBZ] 'explains'
0.0024 [VBZ] 'follows'
0.0024 [VBZ] 'provides'
0.0024 [VBZ] 'admits'
0.0024 [VBZ] 'costs'
0.0024 [VBZ] 'gets'
0.0024 [VBZ] 'carries'
0.0019 [VBZ] 'tells'
0.0019 [VBZ] 'enters'
0.0019 [VBZ] 'represents'
0.0019 [VBZ] 'claims'
0.0019 [VBZ] 'thinks'
0.0019 [VBZ] 'cites'
0.0019 [VBZ] 'reflects'
0.0019 [VBZ] 'prohibits'
0.0019 [VBZ] 'notes'
0.0019 [VBZ] 'turns'
0.0019 [VBZ] 'uses'
0.0019 [VBZ] 'leaves'
0.0019 [VBZ] 'contends'
0.0019 [VBZ] 'eliminates'
0.0019 [VBZ] 'holds'
0.0019 [VBZ] 'operates'
0.0019 [VBZ] 'denies'
0.0019 [VBZ] 'breaks'
0.0019 [VBZ] 'raises'
0.0019 [VBZ] 'stands'
0.0015 [VBZ] 'acts'
0.0015 [VBZ] 'states'
0.0015 [VBZ] 'implies'
0.0015 [VBZ] 'casts'
0.0015 [VBZ] 'marks'
0.0015 [VBZ] 'reports'
0.0015 [VBZ] 'entitles'
0.0015 [VBZ] 'shrinks'
0.0015 [VBZ] 'feels'
0.0015 [VBZ] 'enables'
0.0015 [VBZ] 'charges'
0.0015 [VBZ] 'prevents'
0.0015 [VBZ] 'brings'
0.0015 [VBZ] 'succeeds'
0.0015 [VBZ] 'puts'
0.0015 [VBZ] 'publishes'
0.0015 [VBZ] 'employs'
0.0015 [VBZ] 'fills'
0.0015 [VBZ] 'belongs'
0.0015 [VBZ] 'joins'
0.0015 [VBZ] 'describes'
0.0015 [VBZ] 'keeps'
0.0015 [VBZ] 'talks'
0.0015 [VBZ] 'sets'
0.0015 [VBZ] 'speaks'
0.0015 [VBZ] 'occurs'
0.0015 [VBZ] 'supplies'
0.0015 [VBZ] 'agrees'
0.0015 [VBZ] 'forces'
0.0015 [VBZ] 'works'
0.0015 [VBZ] 'considers'
0.0015 [VBZ] 'earns'
0.0015 [VBZ] 'spends'
0.0015 [VBZ] 'involves'
0.0015 [VBZ] 'increases'
0.0015 [VBZ] 'lives'
0.0015 [VBZ] 'creates'
0.0015 [VBZ] 'estimates'
0.0015 [VBZ] 'counts'
0.0015 [VBZ] 'worries'
0.0015 [VBZ] 'complains'
0.0015 [VBZ] 'tracks'
0.0015 [VBZ] 'Adds'
0.0015 [VBZ] 'targets'
0.0015 [VBZ] 'benefits'
0.0015 [VBZ] 'faces'
0.0015 [VBZ] 'fails'
0.0015 [VBZ] 'starts'
0.0015 [VBZ] 'plays'
0.0015 [VBZ] 'chooses'
0.0015 [VBZ] 'attempts'
0.001 [VBZ] 'rings'
0.001 [VBZ] 'reasons'
0.001 [VBZ] 'values'
0.001 [VBZ] 'competes'
0.001 [VBZ] 'concedes'
0.001 [VBZ] 'asserts'
0.001 [VBZ] 'begins'
0.001 [VBZ] 'illustrates'
0.001 [VBZ] 'lapses'
0.001 [VBZ] 'digs'
0.001 [VBZ] ''S'
0.001 [VBZ] 'aspires'
0.001 [VBZ] 'emerges'
0.001 [VBZ] 'bans'
0.001 [VBZ] 'opens'
0.001 [VBZ] 'dissolves'
0.001 [VBZ] 'Fails'
0.001 [VBZ] 'builds'
0.001 [VBZ] 'alerts'
0.001 [VBZ] 'finds'
0.001 [VBZ] 'confirms'
0.001 [VBZ] 'Is'
0.001 [VBZ] 'gauges'
0.001 [VBZ] 'flows'
0.001 [VBZ] 'measures'
0.001 [VBZ] 'reasserts'
0.001 [VBZ] 'invests'
0.001 [VBZ] 'imposes'
0.001 [VBZ] 'resembles'
0.001 [VBZ] 'presumes'
0.001 [VBZ] 'matters'
0.001 [VBZ] 'warns'
0.001 [VBZ] 'acquires'
0.001 [VBZ] 'rates'
0.001 [VBZ] 'equals'
0.001 [VBZ] 'blocks'
0.001 [VBZ] 'outranks'
0.001 [VBZ] 'factors'
0.001 [VBZ] 'CLEARS'
0.001 [VBZ] 'combines'
0.001 [VBZ] 'empowers'
0.001 [VBZ] 'AGREES'
0.001 [VBZ] 'markets'
0.001 [VBZ] 'awards'
0.001 [VBZ] 'invades'
0.001 [VBZ] 'compares'
0.001 [VBZ] 'picks'
0.001 [VBZ] 'exhibits'
0.001 [VBZ] 'Touches'
0.001 [VBZ] 'hangs'
0.001 [VBZ] 'sounds'
0.001 [VBZ] 'opposes'
0.001 [VBZ] 'replies'
0.001 [VBZ] 'threatens'
0.001 [VBZ] 'signals'
0.001 [VBZ] 'retires'
0.001 [VBZ] 'teaches'
0.001 [VBZ] 'parallels'
0.001 [VBZ] 'acknowledges'
0.001 [VBZ] 'returns'
0.001 [VBZ] 'prompts'
0.001 [VBZ] 'suspects'
0.001 [VBZ] 'Competes'
0.001 [VBZ] 'proscribes'
0.001 [VBZ] 'pitches'
0.001 [VBZ] 'sees'
0.001 [VBZ] 'approves'
0.001 [VBZ] 'interjects'
0.001 [VBZ] 'harms'
0.001 [VBZ] 'contrasts'
0.001 [VBZ] 'contains'
0.001 [VBZ] 'orders'
0.001 [VBZ] 'gains'
0.001 [VBZ] 'places'
0.001 [VBZ] 'recalls'
0.001 [VBZ] 'disturbs'
0.001 [VBZ] 'Earns'
0.001 [VBZ] 'looks'
0.001 [VBZ] 'eases'
0.001 [VBZ] 'pushes'
0.001 [VBZ] 'blinks'
0.001 [VBZ] 'argues'
0.001 [VBZ] 'draws'
0.001 [VBZ] 'comments'
0.001 [VBZ] 'serves'
0.001 [VBZ] 'ends'
0.001 [VBZ] 'consists'
0.001 [VBZ] 'pins'
0.001 [VBZ] 'mirrors'
0.001 [VBZ] 'receives'
0.001 [VBZ] 'disagrees'
0.001 [VBZ] 'restricts'
0.001 [VBZ] 'exists'
0.001 [VBZ] 'wins'
0.001 [VBZ] 'erodes'
0.001 [VBZ] 'outstrips'
0.001 [VBZ] 'improves'
0.001 [VBZ] 'attributes'
0.001 [VBZ] 'sends'
0.001 [VBZ] 'declines'
0.001 [VBZ] 'causes'
0.001 [VBZ] 'tempts'
0.001 [VBZ] 'specializes'
0.001 [VBZ] 'fumes'
0.001 [VBZ] 'stresses'
0.001 [VBZ] 'meets'
0.001 [VBZ] 'resists'
0.001 [VBZ] 'defends'
0.001 [VBZ] 'doubts'
0.001 [VBZ] 'happens'
0.001 [VBZ] 'transfers'
0.001 [VBZ] 'refuses'
0.001 [VBZ] 'protects'
0.001 [VBZ] 'decries'
0.001 [VBZ] 'blames'
0.001 [VBZ] 'amounts'
0.001 [VBZ] 'answers'
0.001 [VBZ] 'conforms'
0.001 [VBZ] 'defeats'
0.001 [VBZ] 'trades'
0.001 [VBZ] 'broadcasts'
0.001 [VBZ] 'loses'
0.001 [VBZ] 'wears'
0.001 [VBZ] 'moves'
0.001 [VBZ] 'helps'
0.001 [VBZ] 'Closes'
0.001 [VBZ] 'promises'
0.001 [VBZ] 'encourages'
0.001 [VBZ] 'introduces'
0.001 [VBZ] 'lacks'
0.001 [VBZ] 'covers'
0.001 [VBZ] 'controls'
0.001 [VBZ] 'dominates'
0.001 [VBZ] 'perpetuates'
0.001 [VBZ] 'initiatives'
0.001 [VBZ] 'demonstrates'
0.001 [VBZ] 'predicts'
0.001 [VBZ] 'decides'
0.001 [VBZ] 'reaches'
0.001 [VBZ] 'boosts'
0.001 [VBZ] 'stays'
0.001 [VBZ] 'centers'
0.001 [VBZ] 'disappears'
0.001 [VBZ] 'expands'
0.001 [VBZ] 'understands'
0.001 [VBZ] 'accounts'
0.001 [VBZ] 'executes'
0.001 [VBZ] 'repeals'
0.001 [VBZ] 'attracts'
0.001 [VBZ] 'throws'
0.001 [VBZ] 'expires'
0.001 [VBZ] 'responds'
0.001 [VBZ] 'treats'
0.001 [VBZ] 'Takes'
0.001 [VBZ] 'perceives'
0.001 [VBZ] 'views'
0.001 [VBZ] 'manages'
0.001 [VBZ] 'scoffs'
0.001 [VBZ] 'develops'
0.001 [VBZ] 'favors'
0.001 [VBZ] 'anticipates'
0.001 [VBZ] 'purrs'
0.001 [VBZ] 'aces'
0.001 [VBZ] 'spurns'
0.001 [VBZ] 'relies'
0.001 [VBZ] 'quips'
0.001 [VBZ] 'aims'
0.001 [VBZ] 'sanctions'
0.001 [VBZ] 'posts'
0.001 [VBZ] 'warrants'
0.001 [VBZ] 'propagandizes'
0.001 [VBZ] 'changes'
0.0005 [VBZ] '<unk>'
0.1019 [VB] 'be'
0.0326 [VB] 'have'
0.0218 [VB] 'make'
0.0138 [VB] 'get'
0.0134 [VB] 'take'
0.0115 [VB] 'do'
0.0107 [VB] 'help'
0.0092 [VB] 'see'
0.0092 [VB] 'buy'
0.0092 [VB] 'pay'
0.0088 [VB] 'sell'
0.0073 [VB] 'say'
0.0073 [VB] 'yield'
0.0073 [VB] 'go'
0.0061 [VB] 'raise'
0.0057 [VB] 'give'
0.0057 [VB] 'keep'
0.005 [VB] 'want'
0.005 [VB] 'become'
0.0046 [VB] 'result'
0.0042 [VB] 'put'
0.0042 [VB] 'use'
0.0042 [VB] 'remain'
0.0042 [VB] 'know'
0.0038 [VB] 'prevent'
0.0038 [VB] 'continue'
0.0038 [VB] 'support'
0.0038 [VB] 'improve'
0.0038 [VB] 'build'
0.0038 [VB] 'increase'
0.0038 [VB] 'receive'
0.0038 [VB] 'think'
0.0034 [VB] 'win'
0.0034 [VB] 'require'
0.0034 [VB] 'seek'
0.0034 [VB] 'provide'
0.0034 [VB] 'bring'
0.0034 [VB] 'lead'
0.0034 [VB] 'come'
0.0031 [VB] 'face'
0.0031 [VB] 'trade'
0.0031 [VB] 'find'
0.0031 [VB] 'introduce'
0.0031 [VB] 'reduce'
0.0031 [VB] 'work'
0.0031 [VB] 'like'
0.0031 [VB] 'cut'
0.0031 [VB] 'prove'
0.0031 [VB] 'report'
0.0027 [VB] 'let'
0.0027 [VB] 'avoid'
0.0027 [VB] 'set'
0.0027 [VB] 'Take'
0.0027 [VB] 'disgorge'
0.0027 [VB] 'print'
0.0027 [VB] 'carry'
0.0027 [VB] 'rise'
0.0027 [VB] 'act'
0.0027 [VB] 'leave'
0.0027 [VB] 'move'
0.0027 [VB] 'meet'
0.0027 [VB] 'read'
0.0023 [VB] 'risk'
0.0023 [VB] 'produce'
0.0023 [VB] 'ease'
0.0023 [VB] 'turn'
0.0023 [VB] 'return'
0.0023 [VB] 'complete'
0.0023 [VB] 'send'
0.0023 [VB] 'discuss'
0.0023 [VB] 'slow'
0.0023 [VB] 'consider'
0.0023 [VB] 'cause'
0.0023 [VB] 'acquire'
0.0023 [VB] 'comment'
0.0023 [VB] 'run'
0.0023 [VB] 'end'
0.0023 [VB] 'finance'
0.0023 [VB] 'elaborate'
0.0023 [VB] 'close'
0.0023 [VB] 'begin'
0.0023 [VB] 'block'
0.0019 [VB] 'mature'
0.0019 [VB] 'replace'
0.0019 [VB] 'die'
0.0019 [VB] 'pursue'
0.0019 [VB] 'file'
0.0019 [VB] 'lift'
0.0019 [VB] 'look'
0.0019 [VB] 'pass'
0.0019 [VB] 'hear'
0.0019 [VB] 'choose'
0.0019 [VB] 'stop'
0.0019 [VB] 'fall'
0.0019 [VB] 'add'
0.0019 [VB] 'boost'
0.0019 [VB] 'apply'
0.0019 [VB] 'execute'
0.0019 [VB] 'force'
0.0019 [VB] 'decline'
0.0019 [VB] 'happen'
0.0019 [VB] 'talk'
0.0019 [VB] 'beat'
0.0019 [VB] 'join'
0.0019 [VB] 'stay'
0.0019 [VB] 'occur'
0.0019 [VB] 'violate'
0.0019 [VB] 'create'
0.0019 [VB] 'watch'
0.0019 [VB] 'review'
0.0019 [VB] 'realize'
0.0019 [VB] 'succeed'
0.0019 [VB] 'extend'
0.0019 [VB] 'decide'
0.0019 [VB] 'approve'
0.0015 [VB] 'suspend'
0.0015 [VB] 'play'
0.0015 [VB] 'check'
0.0015 [VB] 'compete'
0.0015 [VB] 'issue'
0.0015 [VB] 'restore'
0.0015 [VB] 'include'
0.0015 [VB] 'ask'
0.0015 [VB] 'change'
0.0015 [VB] 'cover'
0.0015 [VB] 'share'
0.0015 [VB] 'signal'
0.0015 [VB] 'serve'
0.0015 [VB] 'advertise'
0.0015 [VB] 'protect'
0.0015 [VB] 'negotiate'
0.0015 [VB] 'withdraw'
0.0015 [VB] 'direct'
0.0015 [VB] 'own'
0.0015 [VB] 'refund'
0.0015 [VB] 'start'
0.0015 [VB] 'attract'
0.0015 [VB] 'wait'
0.0015 [VB] 'involve'
0.0015 [VB] 'suffer'
0.0015 [VB] 'hurt'
0.0015 [VB] 'focus'
0.0015 [VB] 'remove'
0.0015 [VB] 'impose'
0.0015 [VB] 'accommodate'
0.0015 [VB] 'curb'
0.0015 [VB] 'honor'
0.0015 [VB] 'ring'
0.0015 [VB] 'offer'
0.0015 [VB] 'spend'
0.0015 [VB] 'develop'
0.0015 [VB] 'obtain'
0.0015 [VB] 'profit'
0.0015 [VB] 'gain'
0.0015 [VB] 'drop'
0.0015 [VB] 'grant'
0.0015 [VB] 'contain'
0.0015 [VB] 'Buy'
0.0015 [VB] 'resolve'
0.0015 [VB] 'eliminate'
0.0015 [VB] 'sign'
0.0015 [VB] 'try'
0.0015 [VB] 'exercise'
0.0015 [VB] 'treat'
0.0015 [VB] 'veto'
0.0015 [VB] 'charge'
0.0015 [VB] 'care'
